property_id,location,rent (€),rent_frequency,monthly_rent (€),number_of_bedrooms,number_of_bathrooms,property_type,county,Density per sq km,Average Income (€),monthly_rent_scaled,bedrooms_scaled,bathrooms_scaled,density_scaled,income_scaled
d81f2841-e351-4340-b3c4-441563b6459d,"Áras Ghuaire, Letterfrack, Galway, Letterfrack, Co. Galway",330.0,week,1433.85,3.0,1.0,Apartment,Galway,45.1,48765.0,-0.9304455459765795,0.485161241437069,-0.8065369140414774,-0.9941765548598955,-0.7962469736061867
18e1b399-eed8-4f50-928c-3240ea2d32c7,"An Tsean Dun, Roslevan, Ennis, Co. Clare",1441.0,month,1441.0,4.0,4.0,House,Clare,37.1,48576.0,-0.9209128874020998,1.3116339470361023,2.4439669043258574,-1.0047855836918793,-0.8230207578500197
28b708e6-4135-4835-aa4b-dc35e7f9ff34,"Prussia Street, Dublin 7",1441.0,month,1441.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.9209128874020998,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
56f2cd9e-169a-4440-8788-4107b313619d,"Apartment 39 , Tuansgate, Tallaght, Dublin 24",1446.0,month,1446.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.9142466925947713,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
748f7819-0bbf-46be-a54d-c7756efabb52,"Garralacka, Clonakilty, Newtwopothouse, Co. Cork",1450.0,month,1450.0,2.0,1.0,House,Cork,77.5,52284.0,-0.9089137367489086,-0.3413114641619641,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
7c76da2d-f717-44bd-bc33-a908e63b5f03,"Streete, Boherquill, Co. Westmeath",1450.0,month,1450.0,2.0,1.0,House,Westmeath,52.3,46782.0,-0.9089137367489086,-0.3413114641619641,-0.8065369140414774,-0.9846284289111102,-1.0771592178152913
af6be7c3-4895-4b6e-8cbe-a200da0e95fb,"7 Ard Na Mara, William Street, Killala, Co. Mayo",1450.0,month,1450.0,3.0,3.0,House,Mayo,24.7,43480.0,-0.9089137367489086,0.485161241437069,1.3604656315367458,-1.021229578381454,-1.5449213107948494
4697a9a8-0f51-4c5f-a1ea-3d08e28e9694,"Mont Marie, Ballina Road, Foxford, Co. Mayo",1450.0,month,1450.0,5.0,3.0,House,Mayo,24.7,43480.0,-0.9089137367489086,2.1381066526351353,1.3604656315367458,-1.021229578381454,-1.5449213107948494
1377c515-e8fc-4b89-87a1-9b89d39c17c8,"Unit 2, Straffan, Co. Kildare",1450.0,month,1450.0,2.0,1.0,Apartment,Kildare,146.2,55861.0,-0.9089137367489086,-0.3413114641619641,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
85017cf7-df42-4933-9ba4-0a41e96e508d,"26 Village Square, Castle Leslie Estate, Glaslough, Glaslough, Co. Monaghan",1450.0,month,1450.0,3.0,3.0,House,Monaghan,50.4,40024.0,-0.9089137367489086,0.485161241437069,1.3604656315367458,-0.9871480732587063,-2.034499079824938
e249bd3a-098c-45e8-994a-90e707d77b1a,"Apartment 2 , Loughview, Station Road, Omeath, Dun, Omeath, Co. Louth",1450.0,month,1450.0,2.0,2.0,Apartment,Louth,169.1,45905.0,-0.9089137367489086,-0.3413114641619641,0.2769643587476342,-0.8297366079641474,-1.2013952431160402
9c68a7f3-878b-4644-945a-39ed25cc2be7,"Quay Street, Drumsna Village, Carrick-on-Shannon, Co. Leitrim",1450.0,month,1450.0,3.0,1.0,House,Leitrim,21.9,42924.0,-0.9089137367489086,0.485161241437069,-0.8065369140414774,-1.0249427384726484,-1.6236844009513105
f4b9c552-e801-4dc3-821f-61a9bf5bd2b4,"An Clochar,Doneraile,Co. Cork, Doneraile, Co. Cork",1450.0,month,1450.0,4.0,3.0,House,Cork,77.5,52284.0,-0.9089137367489086,1.3116339470361023,1.3604656315367458,-0.9512099880903614,-0.2977446098281538
21b7c99b-ad5c-4b34-b58a-b44270aa310f,"Oaklands Grove, Scotshouse, Clones, Co. Monaghan",1450.0,month,1450.0,4.0,3.0,House,Monaghan,50.4,40024.0,-0.9089137367489086,1.3116339470361023,1.3604656315367458,-0.9871480732587063,-2.034499079824938
b99939ae-f548-4902-bdcb-676b890dc14f,"Church Road, Saggart, Co. Dublin",1450.0,month,1450.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.9089137367489086,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
19e8615a-5da8-48a4-93ba-adf94ed67578,"Flat 1, 45 Harrington Street, Dublin 8",1456.0,month,1456.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.9009143029801145,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
2fe2c981-63cf-4732-b6f7-a0bd444efe93,"Dromard, Lahinch Road, Ennis, Co. Clare",1456.0,month,1456.0,4.0,3.0,House,Clare,37.1,48576.0,-0.9009143029801145,1.3116339470361023,1.3604656315367458,-1.0047855836918793,-0.8230207578500197
cc3b9d83-9262-4f24-b5e7-d0275c6a2e2f,"Kilcronan Avenue, Clondalkin, Dublin 22",1459.0,month,1459.0,3.0,1.0,House,Dublin,1581.5,60804.0,-0.8969145860957175,0.485161241437069,-0.8065369140414774,1.0432874323225838,0.9092005846557452
0526ef9b-a599-40f1-a945-b8de4b107a56,"Grosvenor Square, Harold's Cross, Dublin 6",1472.0,month,1472.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8795824795966636,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
a1ff27d1-5c6a-476b-9581-56452a76ed1b,"4 Dromin Farm, Dromin, Dromin, Co. Louth",1475.0,month,1475.0,2.0,2.0,House,Louth,169.1,45905.0,-0.8755827627122665,-0.3413114641619641,0.2769643587476342,-0.8297366079641474,-1.2013952431160402
5eaee1b1-0aee-4a58-adf3-04b430ae381f,"Apt  4, 87 Rathgar Road, Rathgar, Dublin 6",1486.0,month,1486.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8609171341361441,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
023a3bb1-b4c0-405d-b438-74888dd95690,"Saint Columba's Road Upper,Dublin 9, Drumcondra, Dublin 9",342.0,week,1485.99,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8609304665257587,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
bedd6c37-c2e9-438c-8cee-2aeb75936b74,"Naas Inn, Fairgreen Street, Naas, Naas, Co. Kildare",1500.0,month,1500.0,1.0,1.0,Apartment,Kildare,146.2,55861.0,-0.8422517886756246,-1.1677841697609972,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
0dfe9ac2-472a-4186-95bb-793678654132,"Corskeagh, Frenchpark, Castlerea, Frenchpark, Co. Roscommon",1500.0,month,1500.0,3.0,3.0,House,Roscommon,27.6,44833.0,-0.8422517886756246,0.485161241437069,1.3604656315367458,-1.01738380542986,-1.353255014065188
fc9c91f8-78a1-4dec-885b-69302ef21b42,"Garrettstown, Kinsale, Co. Cork, Garrettstown, Co. Cork",1500.0,month,1500.0,2.0,1.0,Apartment,Cork,77.5,52284.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
21c2ea10-4f8a-4fa8-b2f4-d719a9000508,"Inchycullane, Kilcummin, Killarney, Co. Kerry",1500.0,month,1500.0,4.0,1.0,House,Kerry,32.5,42674.0,-0.8422517886756246,1.3116339470361023,-0.8065369140414774,-1.01088577527027,-1.6590994594748991
ac8d5c1f-052a-4ff7-879f-68696b173a06,"Newbridge Town Football Club, Station Road, Newbri, Newbridge, Co. Kildare",1500.0,month,1500.0,1.0,1.0,Apartment,Kildare,146.2,55861.0,-0.8422517886756246,-1.1677841697609972,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
a9b42db6-d3d0-4980-a2f9-ba6124270a35,"93 The Grange, Letterkenny, Letterkenny, Co. Donegal",1500.0,month,1500.0,4.0,1.0,House,Donegal,34.4,39156.0,-0.8422517886756246,1.3116339470361023,-0.8065369140414774,-1.008366130922674,-2.1574601630188375
320698a0-a25d-4971-b749-dd5a86fd80fa,"2 The Village Apartments, Ballyvaughan, Ballyvaughan, Co. Clare",1500.0,month,1500.0,3.0,1.0,House,Clare,37.1,48576.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-1.0047855836918793,-0.8230207578500197
cb410ad4-240b-453a-bc28-f1f323d01cac,"The Valley View, Ballyvalican, Portlaw, Co. Waterford",1500.0,month,1500.0,4.0,2.0,House,Waterford,68.6,46308.0,-0.8422517886756246,1.3116339470361023,0.2769643587476342,-0.9630125326659432,-1.1443061687760154
ed3b585f-2f74-43c1-90ab-bd4c08efbfdf,"1 Cim Na Carraige, Rockcorry, Monaghan, Rockcorry, Co. Monaghan",1500.0,month,1500.0,3.0,1.0,House,Monaghan,50.4,40024.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-0.9871480732587063,-2.034499079824938
364d7780-8a63-4d84-8214-41e55669643f,"Blaeberry Walk, Castleblayney, Co. Monaghan",1500.0,month,1500.0,3.0,2.0,House,Monaghan,50.4,40024.0,-0.8422517886756246,0.485161241437069,0.2769643587476342,-0.9871480732587063,-2.034499079824938
e07322ce-52cf-4c73-8c15-d9dbd7729f7a,"Cherryfield, Ballygarrett, Ballygarrett, Co. Wexford",1500.0,month,1500.0,3.0,2.0,House,Wexford,69.3,42906.0,-0.8422517886756246,0.485161241437069,0.2769643587476342,-0.9620842426431447,-1.626234285165009
9fa8febf-5272-4f8c-aff0-a5745dde70a5,"34 Lough Fern Heights,Milford,Letterkenny,Co. Donegal, Milford, Co. Donegal",1500.0,month,1500.0,4.0,2.0,House,Donegal,34.4,39156.0,-0.8422517886756246,1.3116339470361023,0.2769643587476342,-1.008366130922674,-2.1574601630188375
643d5bd2-dc93-45bc-8fe8-6ab9620af556,"One bed Apartment , 1 , The Riverview, Blackcastle Avenue, F, Navan, Co. Meath",1500.0,month,1500.0,1.0,1.0,Apartment,Meath,94.3,53018.0,-0.8422517886756246,-1.1677841697609972,-0.8065369140414774,-0.9289310275431956,-0.19376599800289773
a56bf8f9-889d-4714-af73-7f7ee0848459,"Coolmoohan, Kilworth, Mallow, Araglin, Co. Cork",1500.0,month,1500.0,2.0,1.0,House,Cork,77.5,52284.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
44157b97-987b-49d0-b7ea-dbaac947a0f6,"Cherrywood Drive,Termon Abbey,Drogheda,Co. Louth, Drogheda, Co. Louth",1500.0,month,1500.0,2.0,1.0,Apartment,Louth,169.1,45905.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.8297366079641474,-1.2013952431160402
2d5e87ed-4fd4-4575-ac10-c6e3663f7dc9,"Tomadilly, Marshalstown, Enniscorthy, Co. Wexford",1500.0,month,1500.0,4.0,2.0,House,Wexford,69.3,42906.0,-0.8422517886756246,1.3116339470361023,0.2769643587476342,-0.9620842426431447,-1.626234285165009
e87d8fce-1417-4c55-81f8-e45d15e4cd74,"Cooleeny, Kilreekil, Loughrea, Loughrea, Co. Galway",1500.0,month,1500.0,4.0,1.0,House,Galway,45.1,48765.0,-0.8422517886756246,1.3116339470361023,-0.8065369140414774,-0.9941765548598955,-0.7962469736061867
b0a168cf-79c0-405a-8e6a-226f94e003fb,"Ferbane, Co. Offaly, Cloghan, Co. Offaly",1500.0,month,1500.0,2.0,1.0,Apartment,Offaly,41.6,44108.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9988180049738884,-1.455958683783595
3ac76feb-dc7a-4d01-aa01-143455b9cfbe,"Glenasmole, Bohernabreena, Glenasmole, Co. Dublin",1500.0,month,1500.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8422517886756246,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
603e83dc-2c20-4316-ab5d-e49be4ad4fac,"Racecourse Lawn,Tralee,Co. Kerry, Tralee, Co. Kerry",1500.0,month,1500.0,4.0,1.0,House,Kerry,32.5,42674.0,-0.8422517886756246,1.3116339470361023,-0.8065369140414774,-1.01088577527027,-1.6590994594748991
21134510-cfb7-4c38-862c-29ba4bd94ebd,"Bramble Lodge, Dundrain, Burnfoot, Lifford, Bridgend, Co. Donegal",1500.0,month,1500.0,6.0,5.0,House,Donegal,34.4,39156.0,-0.8422517886756246,2.9645793582341686,3.5274681771149687,-1.008366130922674,-2.1574601630188375
f4ccb4ff-c23b-4df3-8360-961f1f4e89a6,"Ballincarriga, Dunmanway, Co. Cork",1500.0,month,1500.0,3.0,1.0,House,Cork,77.5,52284.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
cf51171c-3e52-4a0c-ac9d-99f0c6d0b706,"Ullard, Graiguenamanagh, Co. Kilkenny",1500.0,month,1500.0,2.0,1.0,House,Kilkenny,50.2,46510.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9874132989795058,-1.1156908014889557
33eb1e9d-9e58-4ed7-8246-c7f10f2ab148,"Berrys Lodge, Loughcrew, Oldcastle, Co. Meath",1500.0,month,1500.0,3.0,4.0,House,Meath,94.3,53018.0,-0.8422517886756246,0.485161241437069,2.4439669043258574,-0.9289310275431956,-0.19376599800289773
23849507-abc7-4ce7-a249-8d33de0388bc,"20 Thornberry, Letterkenny, Co. Donegal",1500.0,month,1500.0,4.0,3.0,House,Donegal,34.4,39156.0,-0.8422517886756246,1.3116339470361023,1.3604656315367458,-1.008366130922674,-2.1574601630188375
e69c4fef-67d8-4142-a0c3-d649be1c68fd,"O'Callaghan Strand, North Circular Road, Co. Limerick",1500.0,month,1500.0,2.0,1.0,Apartment,Limerick,76.0,49272.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9531991809963583,-0.724425234920349
92ecf30a-ac24-4469-be6b-daf62c5070d7,"Apt 1, Atlantic View Villa, Church Bay, Crosshaven, Co. Cork",1500.0,month,1500.0,1.0,1.0,Apartment,Cork,77.5,52284.0,-0.8422517886756246,-1.1677841697609972,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
1c70db8d-7350-44e8-be4f-79219c68d45d,"Farmhouse, Rathvilly, Co. Carlow",1500.0,month,1500.0,3.0,1.0,House,Carlow,69.1,44000.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-0.9623494683639443,-1.471257989065785
1e6f2c14-36ed-4cad-aeed-69ef08a43fdc,"15 mins outside kinnegad, Rochfortbridge, Co. Westmeath",1500.0,month,1500.0,2.0,1.0,Apartment,Westmeath,52.3,46782.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9846284289111102,-1.0771592178152913
43ada260-f650-4c9e-9345-8725898df0d9,"The Moorings, Skibbereen, Skibbereen, Co. Cork",1500.0,month,1500.0,4.0,3.0,House,Cork,77.5,52284.0,-0.8422517886756246,1.3116339470361023,1.3604656315367458,-0.9512099880903614,-0.2977446098281538
8b3a356d-2079-4f05-b5d5-b5da3601b3bd,"Dunloe Upper, Beaufort, Killarney, Beaufort, Co. Kerry",1500.0,month,1500.0,2.0,2.0,Apartment,Kerry,32.5,42674.0,-0.8422517886756246,-0.3413114641619641,0.2769643587476342,-1.01088577527027,-1.6590994594748991
fcd15efb-7f80-4f93-8808-4f3be11b580a,"98 Rochfort Manor, Leighlin Road, Graiguecullen, Graiguecullen, Co. Laois",1500.0,month,1500.0,3.0,3.0,House,Laois,53.4,46563.0,-0.8422517886756246,0.485161241437069,1.3604656315367458,-0.9831696874467124,-1.108182809081955
b859322f-12ee-4a61-88ca-bbe94676f14b,"Foxborough Drive, Lucan, Co. Dublin",1500.0,month,1500.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
75ad37d3-c6fe-4f6d-927d-2d56c6abde0b,"Portrushen Lower, Kiltegan, Hacketstown, Co. Carlow",1500.0,month,1500.0,2.0,2.0,House,Carlow,69.1,44000.0,-0.8422517886756246,-0.3413114641619641,0.2769643587476342,-0.9623494683639443,-1.471257989065785
cc9e39e5-a901-4a31-a429-ff0d5d9bf49e,"Weir Road, Tuam, Tuam, Co. Galway",1500.0,month,1500.0,3.0,1.0,House,Galway,45.1,48765.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-0.9941765548598955,-0.7962469736061867
cf92aa4b-ec46-47a8-868a-4c564961fa2b,"Chapel Road, Dungloe, Donegal, Dungloe, Co. Donegal",1500.0,month,1500.0,3.0,1.0,House,Donegal,34.4,39156.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-1.008366130922674,-2.1574601630188375
a218f19d-d389-4f8b-bfdb-a2fccae30570,"Ullard, Graiguenamanagh, Co. Kilkenny",1500.0,month,1500.0,2.0,1.0,House,Kilkenny,50.2,46510.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9874132989795058,-1.1156908014889557
db6e7a3a-169a-4285-9d2c-2f20629c874c,"3 Castleross Retirement Village, Tullyvaragh Lower, Broomfield, Co. Monaghan",1500.0,month,1500.0,2.0,1.0,House,Monaghan,50.4,40024.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9871480732587063,-2.034499079824938
472f93c3-68e6-4ac2-8133-97bd1b46c2e8,"Siochain, Seaview, Kilmore, Co. Wexford",1500.0,month,1500.0,3.0,2.0,House,Wexford,69.3,42906.0,-0.8422517886756246,0.485161241437069,0.2769643587476342,-0.9620842426431447,-1.626234285165009
e1245ade-3be0-494f-bfa4-419128f589e7,"apt  molly barrs, 25 beau st waterford, Ferrybank, Co. Waterford",1500.0,month,1500.0,2.0,1.0,Apartment,Waterford,68.6,46308.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9630125326659432,-1.1443061687760154
93194ada-dd28-4f7d-af06-ae5e83ad2d3f,"Rathbawn Road, Castlebar, Co. Mayo",1500.0,month,1500.0,4.0,3.0,House,Mayo,24.7,43480.0,-0.8422517886756246,1.3116339470361023,1.3604656315367458,-1.021229578381454,-1.5449213107948494
9ef44966-49e7-4d16-9188-05d5904850a1,"Main Street, Granard, Granard, Co. Longford",1500.0,month,1500.0,3.0,1.0,House,Longford,42.9,41418.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-0.9970940377886911,-1.837024713497408
dd9dc35f-fa65-4c4a-9481-e98c47dbd71a,"4 Oakwood, Bohola, Co. Mayo",1500.0,month,1500.0,4.0,2.0,House,Mayo,24.7,43480.0,-0.8422517886756246,1.3116339470361023,0.2769643587476342,-1.021229578381454,-1.5449213107948494
e263fb03-fa2d-4a00-993e-1331e2e12354,"An CrannÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€š, Carrickmacross, Co. Monaghan",1500.0,month,1500.0,2.0,1.0,Apartment,Monaghan,50.4,40024.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9871480732587063,-2.034499079824938
729543b7-ba64-4e1c-9270-2fe0d335303d,"Foxborough Drive, Lucan, Co. Dublin",1500.0,month,1500.0,2.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
53f57f27-aac5-4d6f-ab62-be1789ffd0e0,"Glen Road, Glenties, Donegal, Glenties, Co. Donegal",1500.0,month,1500.0,3.0,1.0,House,Donegal,34.4,39156.0,-0.8422517886756246,0.485161241437069,-0.8065369140414774,-1.008366130922674,-2.1574601630188375
b0907ee4-0d60-4e98-bd69-13a103b19469,"2 Drumcarraig, Cavan, Townparks",1500.0,month,1500.0,3.0,3.0,House,Cavan,42.3,43183.0,-0.8422517886756246,0.485161241437069,1.3604656315367458,-0.9978897149510899,-1.5869944003208727
1c396c5c-9dac-43f4-a7ae-d9e5f1e1ca94,"Dromin East, Milltown, Killarney, Milltown, Co. Kerry",1500.0,month,1500.0,4.0,1.0,House,Kerry,32.5,42674.0,-0.8422517886756246,1.3116339470361023,-0.8065369140414774,-1.01088577527027,-1.6590994594748991
749be3e9-987d-441a-ae8f-7fa83cfe4749,"2 Bed Apartment with Sea View, Cheekpoint, Co. Waterford",1500.0,month,1500.0,2.0,1.0,Apartment,Waterford,68.6,46308.0,-0.8422517886756246,-0.3413114641619641,-0.8065369140414774,-0.9630125326659432,-1.1443061687760154
29458dd4-71fc-4661-b8a0-b87900cb4d4f,"Oakview Close, Hartstown, Dublin 15",1500.0,month,1500.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8422517886756246,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
901500f4-64e2-46d2-8df3-a586481036b6,"Clontarf Road, Dublin 3, Fairview, Dublin 3",1500.0,month,1500.0,3.0,3.0,House,Dublin,1581.5,60804.0,-0.8422517886756246,0.485161241437069,1.3604656315367458,1.0432874323225838,0.9092005846557452
d126719e-0fb2-48ab-b8ef-5bf4f6efcaad,"Main road. , Briarhill, Co. Galway",1500.0,month,1500.0,1.0,1.0,Apartment,Galway,45.1,48765.0,-0.8422517886756246,-1.1677841697609972,-0.8065369140414774,-0.9941765548598955,-0.7962469736061867
86144147-e88d-46f0-98f4-e4e9dd188c98,"Bertram Court, Dublin 8",1501.0,month,1501.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8409185497141588,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
e35dd34b-2437-4903-93a5-136a4caf8564,"Swords Road, Whitehall, Dublin 9",1516.0,month,1516.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.8209199652921736,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
f7fb3b67-0666-41c6-b252-3699cefeb3df,"Flat 1 , 77 Main Street, Gorey, Co. Wexford",1521.0,month,1521.0,2.0,1.0,Apartment,Wexford,69.3,42906.0,-0.8142537704848453,-0.3413114641619641,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
cd03e323-0b0a-4eee-8583-b2731240c584,"Flat 1, 77 Main Street, Gorey, Co. Wexford",1521.0,month,1521.0,2.0,1.0,Apartment,Wexford,69.3,42906.0,-0.8142537704848453,-0.3413114641619641,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
be434341-6452-4095-a2fe-2eee3635cb36,"Apartment 59 , Block 4, Weaver Court, Ronanstown, Co. Dublin",1530.0,month,1530.0,2.0,2.0,Apartment,Dublin,1581.5,60804.0,-0.802254619831654,-0.3413114641619641,0.2769643587476342,1.0432874323225838,0.9092005846557452
23816044-bef4-4045-b1a7-4fa7d0fc3add,"Wellington Quay , Drogheda, Co. Louth",355.0,week,1542.475,1.0,1.0,Apartment,Louth,169.1,45905.0,-0.7856224637873698,-1.1677841697609972,-0.8065369140414774,-0.8297366079641474,-1.2013952431160402
1dd79a56-fc8a-4a74-b29d-9b8e942ee495,"Flat 7 , 30 South Circular Road, Dublin 8, Portobello, Dublin 8",1546.0,month,1546.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.7809227964482032,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
0950faf4-67fd-4a2f-847a-3d50d79d58fd,"Knockeven, Knockhouse, Gracedieu, Co. Waterford",1550.0,month,1550.0,2.0,1.0,Apartment,Waterford,68.6,46308.0,-0.7755898406023405,-0.3413114641619641,-0.8065369140414774,-0.9630125326659432,-1.1443061687760154
d1695875-0521-4733-a82a-6516aae89fc5,"4 Millbrook, Rathmullan, Letterkenny, Co. Donegal",1550.0,month,1550.0,3.0,3.0,House,Donegal,34.4,39156.0,-0.7755898406023405,0.485161241437069,1.3604656315367458,-1.008366130922674,-2.1574601630188375
08ae4c18-a347-4810-98a4-5e3d001e0bd4,"28 Slieve Na Grine, Foxford, Foxford, Co. Mayo",1550.0,month,1550.0,3.0,3.0,House,Mayo,24.7,43480.0,-0.7755898406023405,0.485161241437069,1.3604656315367458,-1.021229578381454,-1.5449213107948494
fd5e9e51-8db1-45b4-92f8-78d975d30158,"Glendree Upper, Feakle, Glendree, Co. Clare",1550.0,month,1550.0,3.0,1.0,House,Clare,37.1,48576.0,-0.7755898406023405,0.485161241437069,-0.8065369140414774,-1.0047855836918793,-0.8230207578500197
0f07162b-b13b-497a-a1fc-01ac41ca13c7,"Apartment 2 , Main Street, Sallins, Naas, Sallins, Co. Kildare",1550.0,month,1550.0,1.0,1.0,Apartment,Kildare,146.2,55861.0,-0.7755898406023405,-1.1677841697609972,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
97231ad8-842f-41b6-a3d7-6d34c4df79eb,"1Curragh Hall House Dublin15, Tyrrelstown, Dublin 15",1550.0,month,1550.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.7755898406023405,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
2fc85aa6-f106-4af4-9b51-46815e914210,"1 bedroom apartment in South Circular Road, Dublin 8, Dolphin's Barn, Dublin 8",1550.0,month,1550.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.7755898406023405,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
98e639e1-fb1e-4112-ae22-75944093580c,"Coolcorcoran, Killarney, Co. Kerry, Killarney, Co. Kerry",1550.0,month,1550.0,1.0,1.0,Apartment,Kerry,32.5,42674.0,-0.7755898406023405,-1.1677841697609972,-0.8065369140414774,-1.01088577527027,-1.6590994594748991
413ee334-4cec-41b3-a9d8-9566d25ff30f,"5 Aghacarra, Corrigeenroe, Boyle, Corrigeenroe, Co. Roscommon",1550.0,month,1550.0,5.0,3.0,House,Roscommon,27.6,44833.0,-0.7755898406023405,2.1381066526351353,1.3604656315367458,-1.01738380542986,-1.353255014065188
18346f44-9f9b-4b3d-a3b9-bab624ffec28,"Westend Gate,Old Blessington Road,Dublin 24, Tallaght, Dublin 24",1550.0,month,1550.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.7755898406023405,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
434512a6-6ca5-41c9-8e66-866c40b84f37,"Apartment 7, 41 Whitworth Road, Drumcondra, Drumcondra, Dublin 3",1559.0,month,1559.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.7635906899491494,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
bef81275-3fc3-4819-acf2-4caaf22fd1a3,"The Iona, Prospect Hill, Finglas, Dublin 11",1564.0,month,1564.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.7569244951418209,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
fbe6d9fb-7147-41ed-9864-7ab6d32dd53a,"Marion Villas, Cork Street, Dublin 8",1571.0,month,1571.0,1.0,1.0,Apartment,Dublin,1581.5,60804.0,-0.7475918224115611,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
1327b264-d271-4249-94bb-4f43b9074e25,"Gillabbey Street, Cork City Centre",1575.0,month,1575.0,2.0,1.0,Apartment,Cork,77.5,52284.0,-0.7422588665656984,-0.3413114641619641,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
0d81e8ab-b4f7-4051-b23e-b523a0112c41,"Adelaide Street, Cork City Centre",1575.0,month,1575.0,1.0,1.0,Apartment,Cork,77.5,52284.0,-0.7422588665656984,-1.1677841697609972,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
